from_agg_id,level_id,to_agg_id
1707,2,427
539,2,135
845,2,212
320,2,80
1258,2,315
677,2,170
45,2,12
1198,2,300
117,2,30
212,2,53
1024,2,256
1477,2,370
749,2,188
566,2,142
773,2,194
90,2,23
1779,2,445
431,2,108
1680,2,420
18,2,5
857,2,215
1270,2,318
638,2,160
225,2,57
527,2,132
979,2,245
224,2,56
1159,2,290
1366,2,342
1186,2,297
129,2,33
455,2,114
368,2,92
991,2,248
419,2,105
701,2,176
614,2,154
1150,2,288
165,2,42
260,2,65
1378,2,345
1429,2,358
1099,2,275
1183,2,296
1321,2,331
1012,2,253
57,2,15
1683,2,421
1719,2,430
1635,2,409
1342,2,336
78,2,20
785,2,197
284,2,71
371,2,93
1207,2,302
81,2,21
1513,2,379
820,2,205
249,2,63
1345,2,337
988,2,247
1039,2,260
1524,2,381
1453,2,364
698,2,175
590,2,148
1548,2,387
176,2,44
563,2,141
1015,2,254
1318,2,330
1234,2,309
1537,2,385
395,2,99
1632,2,408
54,2,14
893,2,224
809,2,203
506,2,127
904,2,226
1743,2,436
479,2,120
1236,2,309
823,2,206
410,2,103
1272,2,318
859,2,215
446,2,112
338,2,85
895,2,224
787,2,197
1551,2,388
1344,2,336
1105,2,277
1725,2,432
302,2,76
482,2,121
653,2,164
1066,2,267
266,2,67
1141,2,286
20,2,5
1030,2,258
1380,2,345
95,2,24
1587,2,397
1407,2,352
239,2,60
784,2,196
580,2,145
922,2,231
1416,2,354
1443,2,361
1626,2,407
967,2,242
688,2,172
56,2,14
994,2,249
263,2,66
760,2,190
1102,2,276
676,2,169
1515,2,379
1722,2,431
128,2,32
1309,2,328
485,2,122
1554,2,389
1734,2,434
167,2,42
1006,2,252
1761,2,441
1308,2,327
374,2,94
1213,2,304
581,2,146
1165,2,292
629,2,158
1404,2,351
155,2,39
1455,2,364
191,2,48
1078,2,270
919,2,230
1419,2,355
640,2,160
104,2,26
970,2,243
1368,2,342
1650,2,413
434,2,109
1273,2,319
521,2,131
275,2,69
1114,2,279
748,2,187
775,2,194
1614,2,404
350,2,88
1081,2,271
326,2,82
494,2,124
545,2,137
616,2,154
1284,2,321
1785,2,447
835,2,209
80,2,20
1758,2,440
9,2,3
1698,2,425
131,2,33
1249,2,313
107,2,27
943,2,236
437,2,110
215,2,54
1054,2,264
1260,2,315
1479,2,370
1138,2,285
1590,2,398
724,2,181
1563,2,391
299,2,75
751,2,188
910,2,228
736,2,184
1297,2,325
461,2,116
1710,2,428
1746,2,437
497,2,125
664,2,166
1674,2,419
946,2,237
1782,2,446
1225,2,307
569,2,143
287,2,72
1395,2,349
605,2,152
1428,2,357
179,2,45
1018,2,255
1189,2,298
1153,2,289
1566,2,392
143,2,36
323,2,81
982,2,246
700,2,175
1749,2,438
1320,2,330
116,2,29
907,2,227
1539,2,385
290,2,73
871,2,218
1117,2,280
458,2,115
152,2,38
1090,2,273
1503,2,376
811,2,203
1392,2,348
386,2,97
362,2,91
1599,2,400
1212,2,303
1431,2,358
799,2,200
140,2,35
883,2,221
470,2,118
592,2,148
772,2,193
1224,2,306
1611,2,403
251,2,63
44,2,11
1638,2,410
568,2,142
1578,2,395
1042,2,261
1129,2,283
278,2,70
665,2,167
604,2,151
1440,2,360
1491,2,373
314,2,79
1201,2,301
1527,2,382
1093,2,274
32,2,8
763,2,191
593,2,149
21,2,6
934,2,234
1296,2,324
227,2,57
473,2,119
1773,2,444
796,2,199
1248,2,312
509,2,128
1332,2,333
398,2,100
1285,2,322
1737,2,435
557,2,140
68,2,17
955,2,239
1237,2,310
739,2,185
1662,2,416
1126,2,282
652,2,163
203,2,51
1177,2,295
617,2,155
641,2,161
311,2,78
712,2,178
1575,2,394
92,2,23
931,2,233
1770,2,443
1602,2,401
8,2,2
1686,2,422
628,2,157
1467,2,367
847,2,212
422,2,106
1261,2,316
533,2,134
449,2,113
119,2,30
958,2,240
1356,2,339
1383,2,346
1410,2,353
997,2,250
23,2,6
436,2,109
400,2,100
961,2,241
233,2,59
1069,2,268
1374,2,344
59,2,15
328,2,82
1164,2,291
508,2,127
1446,2,362
718,2,180
1338,2,335
679,2,170
925,2,232
1518,2,380
472,2,118
643,2,161
1482,2,371
754,2,189
1200,2,300
377,2,95
197,2,50
1689,2,423
413,2,104
826,2,207
26,2,7
1020,2,255
1239,2,310
607,2,152
1652,2,413
1581,2,396
1688,2,422
1056,2,264
1653,2,414
535,2,134
511,2,128
1748,2,437
1167,2,292
1128,2,282
715,2,179
1347,2,337
98,2,25
1676,2,419
305,2,77
1787,2,447
619,2,155
1335,2,334
194,2,49
1033,2,259
1760,2,440
1485,2,372
401,2,101
853,2,214
242,2,61
329,2,83
1665,2,417
691,2,173
293,2,74
1068,2,267
83,2,21
1032,2,258
1314,2,329
1701,2,426
532,2,133
583,2,146
865,2,217
1557,2,390
134,2,34
973,2,244
1473,2,369
47,2,12
424,2,106
499,2,125
670,2,168
1263,2,316
886,2,222
1593,2,399
1311,2,328
388,2,97
727,2,182
1227,2,307
1509,2,378
340,2,85
829,2,208
1057,2,265
245,2,62
913,2,229
862,2,216
1617,2,405
694,2,174
556,2,139
1398,2,350
185,2,47
984,2,246
1371,2,343
1422,2,356
158,2,40
50,2,13
889,2,223
1712,2,428
1628,2,407
353,2,89
269,2,68
1092,2,273
667,2,167
448,2,112
1506,2,377
364,2,91
778,2,195
1176,2,294
1203,2,301
1323,2,331
523,2,131
1533,2,384
1736,2,434
110,2,28
874,2,219
74,2,19
1287,2,322
1700,2,425
1569,2,393
838,2,210
1008,2,252
182,2,46
1772,2,443
389,2,98
559,2,140
1497,2,375
1215,2,304
631,2,158
218,2,55
1641,2,411
1605,2,402
254,2,64
38,2,10
425,2,107
877,2,220
520,2,130
595,2,149
1359,2,340
1179,2,295
972,2,243
802,2,201
1152,2,288
71,2,18
484,2,121
1530,2,383
1362,2,341
949,2,238
317,2,80
1116,2,279
1143,2,286
841,2,211
1021,2,256
1677,2,420
209,2,53
1045,2,262
221,2,56
1044,2,261
937,2,235
1664,2,416
412,2,103
730,2,183
703,2,176
1251,2,313
496,2,124
1458,2,365
742,2,186
1104,2,276
1155,2,289
655,2,164
706,2,177
1542,2,386
814,2,204
1140,2,285
1629,2,408
1640,2,410
206,2,52
257,2,65
365,2,92
1191,2,298
376,2,94
547,2,137
1386,2,347
1470,2,368
850,2,213
86,2,22
11,2,3
898,2,225
1350,2,338
122,2,31
1009,2,253
1434,2,359
170,2,43
1784,2,446
352,2,88
1494,2,374
35,2,9
281,2,71
1275,2,319
1326,2,332
62,2,16
1616,2,404
230,2,58
1724,2,431
341,2,86
1545,2,387
766,2,192
1188,2,297
1521,2,381
790,2,198
544,2,136
460,2,115
682,2,171
1080,2,270
1299,2,325
146,2,37
985,2,247
901,2,226
996,2,249
1713,2,429
571,2,143
1023,2,256
1436,2,359
161,2,41
1472,2,368
1233,2,309
1269,2,318
538,2,135
1059,2,265
1718,2,430
987,2,247
610,2,153
292,2,73
744,2,186
1131,2,283
53,2,14
331,2,83
1715,2,429
1302,2,326
1754,2,439
1095,2,274
915,2,229
1508,2,377
1377,2,345
1679,2,420
951,2,238
574,2,144
17,2,5
367,2,92
852,2,213
1194,2,299
439,2,110
781,2,196
1607,2,402
745,2,187
1413,2,354
220,2,55
685,2,172
148,2,37
780,2,195
1266,2,317
124,2,31
960,2,240
1086,2,272
466,2,117
757,2,190
125,2,32
259,2,65
948,2,237
1098,2,275
646,2,162
14,2,4
1580,2,395
673,2,169
1400,2,350
1305,2,327
1365,2,342
442,2,111
232,2,58
478,2,120
1401,2,351
1119,2,280
196,2,49
732,2,183
1742,2,436
1568,2,392
637,2,160
304,2,76
1460,2,365
1547,2,387
101,2,26
283,2,71
876,2,219
1170,2,293
1763,2,441
840,2,210
924,2,231
1122,2,281
1206,2,302
1376,2,344
112,2,28
1604,2,401
1706,2,427
526,2,132
1520,2,380
1281,2,321
613,2,154
1449,2,363
77,2,20
307,2,77
1739,2,435
475,2,119
1571,2,393
280,2,70
1766,2,442
1035,2,259
256,2,64
586,2,147
1011,2,253
1062,2,266
721,2,181
1341,2,336
1544,2,386
805,2,202
1257,2,315
502,2,126
88,2,22
927,2,232
816,2,204
391,2,98
1230,2,308
418,2,105
1655,2,414
697,2,175
100,2,25
936,2,234
1110,2,278
900,2,225
1146,2,287
487,2,122
733,2,184
1559,2,390
451,2,113
1595,2,399
172,2,43
2,2,1
661,2,166
828,2,207
1218,2,305
415,2,104
244,2,61
1425,2,357
208,2,52
1461,2,366
1556,2,389
792,2,198
1631,2,408
1074,2,269
1254,2,314
1775,2,444
658,2,165
1071,2,268
1484,2,371
903,2,226
113,2,29
271,2,68
756,2,189
1290,2,323
454,2,114
562,2,141
1317,2,330
1388,2,347
1592,2,398
1412,2,353
137,2,35
589,2,148
634,2,159
550,2,138
769,2,193
1389,2,348
1496,2,374
864,2,216
41,2,11
343,2,86
1182,2,296
1703,2,426
136,2,34
975,2,244
1730,2,433
316,2,79
768,2,192
29,2,8
355,2,89
1691,2,423
1278,2,320
1778,2,445
268,2,67
1727,2,432
793,2,199
427,2,107
1619,2,405
804,2,201
1242,2,311
1293,2,324
1583,2,396
160,2,40
1047,2,262
963,2,241
1083,2,271
463,2,116
601,2,151
622,2,156
1424,2,356
149,2,38
65,2,17
319,2,80
649,2,163
1329,2,333
999,2,250
184,2,46
939,2,235
490,2,123
888,2,222
1107,2,277
1158,2,290
430,2,108
817,2,205
1245,2,312
709,2,178
403,2,101
1643,2,411
5,2,2
379,2,95
1667,2,417
912,2,228
89,2,23
295,2,74
1134,2,284
514,2,129
1751,2,438
1532,2,383
625,2,157
1437,2,360
1448,2,362
1353,2,339
173,2,44
598,2,150
397,2,100
636,2,159
1646,2,412
223,2,56
361,2,91
1197,2,300
672,2,168
1610,2,403
151,2,38
433,2,109
1161,2,291
1364,2,341
600,2,150
1538,2,385
882,2,221
505,2,127
1328,2,332
528,2,132
708,2,177
1292,2,323
1780,2,445
1367,2,342
564,2,141
1403,2,351
1574,2,394
1053,2,264
394,2,99
846,2,212
187,2,47
469,2,118
1649,2,413
358,2,90
1026,2,257
52,2,13
1685,2,422
577,2,145
1017,2,255
1745,2,437
990,2,248
1466,2,367
1511,2,378
1439,2,360
807,2,202
1331,2,333
918,2,230
40,2,10
286,2,72
879,2,220
699,2,175
492,2,123
711,2,178
1673,2,419
79,2,20
1427,2,357
370,2,93
190,2,48
1125,2,282
1220,2,305
1757,2,440
55,2,14
529,2,133
1065,2,267
1268,2,317
1029,2,258
1355,2,339
91,2,23
978,2,245
1014,2,254
783,2,196
1463,2,366
1514,2,379
250,2,63
1160,2,290
421,2,106
1622,2,406
385,2,97
1319,2,330
1658,2,415
819,2,205
139,2,35
1149,2,288
1352,2,338
1598,2,400
735,2,184
648,2,162
1490,2,373
624,2,156
675,2,169
1184,2,296
199,2,50
226,2,57
334,2,84
1173,2,294
1089,2,273
31,2,8
1709,2,428
115,2,29
954,2,239
1379,2,345
4,2,1
843,2,211
1682,2,421
540,2,135
445,2,112
870,2,218
1136,2,284
1733,2,434
1523,2,381
274,2,69
687,2,172
1697,2,425
310,2,78
723,2,181
1487,2,372
759,2,190
382,2,96
202,2,51
1038,2,260
1208,2,302
1769,2,443
1244,2,311
1415,2,354
553,2,139
1280,2,320
1005,2,252
28,2,7
346,2,87
64,2,16
517,2,130
867,2,217
1451,2,363
1526,2,382
894,2,224
1562,2,391
516,2,129
1343,2,336
684,2,171
1316,2,329
67,2,17
409,2,103
930,2,233
481,2,121
175,2,44
1113,2,279
163,2,41
1002,2,251
247,2,62
834,2,209
1221,2,306
1041,2,261
1634,2,409
1209,2,303
1661,2,416
493,2,124
1550,2,388
822,2,206
795,2,199
588,2,147
1478,2,370
1391,2,348
855,2,214
504,2,126
891,2,223
942,2,236
1304,2,326
565,2,142
906,2,227
1232,2,308
1340,2,335
1637,2,410
127,2,32
178,2,45
19,2,5
457,2,115
1137,2,285
406,2,102
576,2,144
660,2,165
1499,2,375
1670,2,418
76,2,19
298,2,75
696,2,174
1535,2,384
373,2,94
1148,2,287
235,2,59
262,2,66
612,2,153
1196,2,299
1781,2,446
214,2,54
1101,2,276
1307,2,327
552,2,138
720,2,180
771,2,193
103,2,26
349,2,88
16,2,4
322,2,81
1185,2,297
43,2,11
1256,2,314
1721,2,431
858,2,215
1694,2,424
831,2,208
747,2,187
1586,2,397
663,2,166
541,2,136
966,2,242
238,2,60
1077,2,270
993,2,249
1172,2,293
211,2,53
1050,2,263
1475,2,369
1502,2,376
810,2,203
1433,2,359
1636,2,409
1223,2,306
1187,2,297
774,2,194
1469,2,368
46,2,12
1708,2,427
325,2,82
1259,2,315
423,2,106
702,2,176
82,2,21
495,2,124
1505,2,377
1564,2,391
1744,2,436
118,2,30
459,2,115
1600,2,400
666,2,167
7,2,2
289,2,73
1016,2,254
1052,2,263
145,2,37
1262,2,316
849,2,213
1358,2,340
630,2,158
777,2,195
420,2,105
603,2,151
1711,2,428
1079,2,270
121,2,31
944,2,236
1286,2,322
1783,2,446
1699,2,425
1370,2,343
324,2,81
312,2,78
1151,2,288
531,2,133
1124,2,281
217,2,55
1040,2,260
738,2,185
10,2,3
945,2,237
1397,2,350
1577,2,395
1672,2,418
142,2,36
642,2,161
765,2,192
968,2,242
229,2,58
193,2,49
932,2,233
301,2,76
1127,2,282
396,2,99
627,2,157
678,2,170
1565,2,392
1457,2,365
1612,2,403
1696,2,424
337,2,85
957,2,240
873,2,219
837,2,210
109,2,28
1298,2,325
432,2,108
1771,2,443
591,2,148
1601,2,401
34,2,9
921,2,231
1271,2,318
981,2,246
58,2,15
1517,2,380
1720,2,430
762,2,191
1430,2,358
1552,2,388
594,2,149
813,2,204
288,2,72
1211,2,303
1103,2,276
348,2,87
253,2,64
277,2,70
1541,2,386
1625,2,407
1076,2,269
169,2,43
1238,2,310
908,2,227
786,2,197
1406,2,352
456,2,114
1295,2,324
567,2,142
483,2,121
992,2,248
1747,2,437
1322,2,331
897,2,225
1759,2,440
336,2,84
1100,2,275
300,2,75
372,2,93
1382,2,346
264,2,66
651,2,163
861,2,216
933,2,234
1310,2,328
1028,2,257
618,2,155
789,2,198
205,2,52
166,2,42
130,2,33
480,2,120
582,2,146
825,2,207
543,2,136
1553,2,389
241,2,61
1064,2,266
969,2,243
1346,2,337
1723,2,431
313,2,79
1139,2,285
726,2,182
94,2,24
1756,2,439
507,2,127
1481,2,371
1588,2,397
1175,2,294
956,2,239
1235,2,309
1409,2,353
1660,2,415
654,2,164
753,2,189
1589,2,398
22,2,6
1684,2,421
1454,2,364
1163,2,291
1493,2,374
1576,2,394
133,2,34
1274,2,319
1067,2,267
408,2,102
1247,2,312
615,2,154
435,2,109
468,2,117
555,2,139
106,2,27
1442,2,361
519,2,130
1768,2,442
606,2,152
801,2,201
70,2,18
1732,2,433
1004,2,251
1055,2,264
1283,2,321
447,2,112
157,2,40
750,2,188
1250,2,313
1112,2,278
714,2,179
798,2,200
1421,2,356
411,2,103
1648,2,412
1091,2,273
384,2,96
639,2,160
1394,2,349
252,2,63
471,2,118
1088,2,272
920,2,230
181,2,46
1226,2,307
885,2,222
154,2,39
980,2,245
1613,2,404
1334,2,334
1735,2,434
909,2,228
276,2,69
1115,2,279
360,2,90
1199,2,300
444,2,111
579,2,145
896,2,224
1418,2,355
1445,2,362
1529,2,383
1540,2,385
1624,2,406
265,2,67
690,2,173
597,2,150
1010,2,253
387,2,97
1046,2,262
1459,2,365
633,2,159
351,2,88
1361,2,341
872,2,218
1082,2,271
36,2,9
800,2,200
525,2,132
1531,2,383
705,2,177
279,2,70
692,2,173
1325,2,332
315,2,79
1702,2,426
108,2,27
1289,2,323
656,2,164
1495,2,374
1666,2,417
72,2,18
354,2,89
1043,2,261
741,2,186
561,2,141
1118,2,280
836,2,209
1420,2,355
171,2,43
1630,2,408
971,2,243
558,2,140
390,2,98
1384,2,346
1324,2,331
1603,2,401
49,2,13
875,2,219
216,2,54
899,2,225
243,2,61
1312,2,328
1738,2,435
37,2,10
144,2,36
1396,2,349
983,2,246
1190,2,298
764,2,191
669,2,168
1642,2,411
1217,2,305
462,2,116
1492,2,373
1265,2,317
1504,2,376
342,2,86
1178,2,295
378,2,95
1714,2,429
1214,2,304
827,2,207
1106,2,277
1663,2,416
240,2,60
291,2,73
1555,2,389
729,2,183
1157,2,290
450,2,113
1070,2,268
534,2,134
986,2,247
570,2,143
1022,2,256
740,2,185
911,2,228
1750,2,438
183,2,46
1468,2,367
204,2,51
486,2,122
1373,2,344
426,2,107
1349,2,338
884,2,221
645,2,162
1639,2,410
716,2,179
375,2,94
1579,2,395
399,2,100
1154,2,289
12,2,3
824,2,206
1130,2,283
1181,2,296
1444,2,361
1528,2,382
1360,2,340
1,2,1
621,2,156
1690,2,423
96,2,24
180,2,45
1019,2,255
1471,2,368
935,2,234
207,2,52
85,2,22
537,2,135
1774,2,444
923,2,231
510,2,128
1336,2,334
1372,2,343
959,2,240
25,2,7
1687,2,422
1408,2,352
546,2,137
851,2,213
474,2,119
1205,2,302
97,2,25
1300,2,325
815,2,204
1202,2,301
1654,2,414
1241,2,311
195,2,49
402,2,101
995,2,249
1277,2,320
1516,2,379
156,2,39
1166,2,292
438,2,110
1543,2,386
61,2,16
231,2,58
752,2,188
1094,2,274
513,2,129
1507,2,377
681,2,171
1313,2,329
120,2,30
339,2,85
848,2,212
998,2,250
267,2,67
1385,2,347
1480,2,370
860,2,215
573,2,144
776,2,194
366,2,92
1615,2,404
680,2,170
48,2,12
585,2,147
1726,2,432
228,2,57
1519,2,380
887,2,222
255,2,64
1591,2,398
168,2,42
668,2,167
132,2,33
704,2,176
1301,2,326
1627,2,407
1678,2,420
1337,2,335
1229,2,308
1432,2,358
219,2,55
1786,2,447
363,2,91
60,2,15
947,2,237
657,2,165
327,2,82
1034,2,259
693,2,174
609,2,153
788,2,197
24,2,6
863,2,216
1193,2,299
1288,2,322
84,2,21
1762,2,441
13,2,4
1007,2,252
839,2,210
1675,2,419
303,2,76
1058,2,265
522,2,131
1253,2,314
1348,2,337
73,2,19
549,2,138
1456,2,364
498,2,125
192,2,48
644,2,161
1567,2,392
1031,2,258
1483,2,371
1651,2,413
728,2,182
1169,2,293
414,2,104
1142,2,286
812,2,203
717,2,180
110,3,1
193,3,1
276,3,1
205,3,1
288,3,1
371,3,1
3,3,1
243,3,1
326,3,1
15,3,1
409,3,1
98,3,1
181,3,1
421,3,1
250,3,1
333,3,1
22,3,1
105,3,1
345,3,1
34,3,1
428,3,1
117,3,1
60,3,1
143,3,1
383,3,1
72,3,1
155,3,1
238,3,1
167,3,1
307,3,1
390,3,1
79,3,1
162,3,1
402,3,1
91,3,1
174,3,1
200,3,1
440,3,1
129,3,1
212,3,1
295,3,1
224,3,1
364,3,1
53,3,1
447,3,1
136,3,1
219,3,1
148,3,1
231,3,1
314,3,1
257,3,1
186,3,1
269,3,1
352,3,1
41,3,1
124,3,1
347,3,1
36,3,1
430,3,1
119,3,1
359,3,1
48,3,1
442,3,1
131,3,1
214,3,1
397,3,1
86,3,1
169,3,1
252,3,1
24,3,1
264,3,1
404,3,1
93,3,1
176,3,1
416,3,1
188,3,1
271,3,1
226,3,1
309,3,1
392,3,1
81,3,1
321,3,1
10,3,1
150,3,1
233,3,1
5,3,1
245,3,1
328,3,1
17,3,1
411,3,1
354,3,1
43,3,1
283,3,1
366,3,1
55,3,1
138,3,1
378,3,1
67,3,1
207,3,1
290,3,1
373,3,1
62,3,1
302,3,1
385,3,1
74,3,1
157,3,1
100,3,1
340,3,1
29,3,1
423,3,1
112,3,1
195,3,1
435,3,1
190,3,1
273,3,1
202,3,1
285,3,1
368,3,1
57,3,1
240,3,1
323,3,1
12,3,1
406,3,1
95,3,1
335,3,1
418,3,1
107,3,1
247,3,1
330,3,1
19,3,1
259,3,1
342,3,1
31,3,1
425,3,1
114,3,1
297,3,1
380,3,1
69,3,1
152,3,1
235,3,1
164,3,1
387,3,1
76,3,1
316,3,1
399,3,1
88,3,1
171,3,1
254,3,1
437,3,1
126,3,1
209,3,1
292,3,1
221,3,1
304,3,1
50,3,1
444,3,1
133,3,1
216,3,1
145,3,1
228,3,1
311,3,1
183,3,1
266,3,1
349,3,1
38,3,1
278,3,1
361,3,1
344,3,1
33,3,1
116,3,1
356,3,1
45,3,1
439,3,1
128,3,1
211,3,1
394,3,1
83,3,1
166,3,1
249,3,1
178,3,1
261,3,1
90,3,1
173,3,1
413,3,1
102,3,1
185,3,1
268,3,1
140,3,1
223,3,1
306,3,1
78,3,1
318,3,1
7,3,1
401,3,1
230,3,1
159,3,1
242,3,1
325,3,1
14,3,1
97,3,1
197,3,1
280,3,1
363,3,1
52,3,1
446,3,1
135,3,1
375,3,1
64,3,1
147,3,1
287,3,1
59,3,1
299,3,1
382,3,1
71,3,1
154,3,1
337,3,1
26,3,1
420,3,1
109,3,1
192,3,1
432,3,1
121,3,1
204,3,1
187,3,1
427,3,1
199,3,1
282,3,1
365,3,1
54,3,1
294,3,1
237,3,1
320,3,1
9,3,1
403,3,1
92,3,1
332,3,1
21,3,1
415,3,1
104,3,1
327,3,1
16,3,1
256,3,1
339,3,1
28,3,1
422,3,1
111,3,1
351,3,1
377,3,1
66,3,1
149,3,1
389,3,1
161,3,1
244,3,1
384,3,1
73,3,1
313,3,1
2,3,1
396,3,1
85,3,1
168,3,1
408,3,1
40,3,1
434,3,1
123,3,1
206,3,1
218,3,1
301,3,1
130,3,1
370,3,1
142,3,1
225,3,1
308,3,1
180,3,1
263,3,1
346,3,1
35,3,1
275,3,1
358,3,1
47,3,1
441,3,1
30,3,1
270,3,1
353,3,1
42,3,1
436,3,1
125,3,1
208,3,1
137,3,1
80,3,1
163,3,1
246,3,1
175,3,1
258,3,1
341,3,1
170,3,1
410,3,1
99,3,1
182,3,1
265,3,1
194,3,1
220,3,1
303,3,1
232,3,1
315,3,1
4,3,1
398,3,1
87,3,1
227,3,1
156,3,1
239,3,1
322,3,1
11,3,1
251,3,1
277,3,1
360,3,1
49,3,1
289,3,1
372,3,1
61,3,1
144,3,1
213,3,1
296,3,1
379,3,1
68,3,1
151,3,1
391,3,1
334,3,1
23,3,1
417,3,1
106,3,1
189,3,1
429,3,1
118,3,1
201,3,1
284,3,1
424,3,1
113,3,1
196,3,1
279,3,1
51,3,1
291,3,1
317,3,1
6,3,1
400,3,1
89,3,1
329,3,1
18,3,1
412,3,1
101,3,1
184,3,1
13,3,1
253,3,1
336,3,1
25,3,1
419,3,1
108,3,1
348,3,1
37,3,1
431,3,1
374,3,1
63,3,1
146,3,1
386,3,1
75,3,1
158,3,1
241,3,1
70,3,1
310,3,1
393,3,1
82,3,1
165,3,1
405,3,1
94,3,1
120,3,1
203,3,1
443,3,1
132,3,1
215,3,1
298,3,1
367,3,1
56,3,1
139,3,1
222,3,1
234,3,1
177,3,1
260,3,1
32,3,1
272,3,1
355,3,1
44,3,1
438,3,1
127,3,1
267,3,1
350,3,1
39,3,1
433,3,1
122,3,1
362,3,1
445,3,1
134,3,1
160,3,1
172,3,1
255,3,1
338,3,1
27,3,1
324,3,1
407,3,1
96,3,1
179,3,1
262,3,1
191,3,1
274,3,1
217,3,1
300,3,1
229,3,1
312,3,1
1,3,1
395,3,1
84,3,1
153,3,1
236,3,1
319,3,1
8,3,1
248,3,1
331,3,1
357,3,1
46,3,1
286,3,1
369,3,1
58,3,1
141,3,1
381,3,1
210,3,1
293,3,1
376,3,1
65,3,1
305,3,1
388,3,1
77,3,1
20,3,1
414,3,1
103,3,1
343,3,1
426,3,1
115,3,1
198,3,1
281,3,1
1,4,1
